time,weight,height,bmi,fatRate,bodyWaterRate,boneMass,metabolism,muscleRate,visceralFat
2021-03-07 23:11:48+0000,65.4,167.0,23.4,19.0,55.5,2.6,1462.0,50.2,10.0
2021-03-08 22:59:33+0000,65.4,167.0,23.4,18.9,55.6,2.6,1462.0,50.3,10.0
2021-03-09 22:40:48+0000,66.1,167.0,23.7,19.3,55.3,2.7,1473.0,50.5,10.0
2021-03-10 23:18:11+0000,66.1,167.0,23.7,19.3,55.3,2.7,1473.0,50.5,10.0
2021-03-11 23:25:55+0000,66.1,167.0,23.7,19.3,55.3,2.7,1473.0,50.5,10.0
2021-03-13 22:57:57+0000,65.0,167.0,23.3,18.5,55.8,2.6,1456.0,50.2,9.0
2021-03-14 23:44:33+0000,65.0,167.0,23.3,18.6,55.7,2.6,1456.0,50.1,9.0
2021-03-15 23:02:10+0000,66.0,167.0,23.6,19.2,55.4,2.7,1471.0,50.5,10.0
2021-03-16 23:28:08+0000,66.0,167.0,23.6,19.1,55.4,2.7,1471.0,50.6,10.0
2021-03-18 23:30:15+0000,64.8,167.0,23.2,18.6,55.7,2.6,1453.0,50.0,8.0
2021-03-20 14:53:12+0000,64.8,167.0,23.2,18.6,55.7,2.6,1453.0,50.0,8.0
2021-03-20 23:19:47+0000,65.6,167.0,23.5,18.9,55.5,2.7,1465.0,50.4,10.0
2021-03-22 23:23:23+0000,65.6,167.0,23.5,18.9,55.5,2.7,1465.0,50.4,10.0
2021-03-23 23:06:32+0000,65.0,167.0,23.3,18.5,55.8,2.6,1456.0,50.2,9.0
2021-03-25 15:30:21+0000,65.0,167.0,23.3,18.5,55.9,2.6,1456.0,50.2,9.0
2021-03-25 23:25:21+0000,65.4,167.0,23.4,18.7,55.7,2.7,1462.0,50.4,10.0
2021-03-26 16:10:43+0000,65.4,167.0,23.4,18.8,55.6,2.6,1462.0,50.3,10.0
2021-03-27 23:44:45+0000,65.4,167.0,23.4,18.8,55.6,2.6,1462.0,50.3,10.0
2021-03-28 18:09:31+0000,65.0,167.0,23.3,18.5,55.8,2.6,1456.0,50.2,9.0
2021-03-29 14:24:08+0000,63.9,167.0,22.9,18.2,56.0,2.6,1440.0,49.5,8.0
2021-03-30 20:32:53+0000,63.9,167.0,22.9,17.9,56.3,2.6,1440.0,49.7,8.0
2021-04-01 22:22:52+0000,65.4,167.0,23.4,18.72438,55.755074,2.7027917,1462.0,50.451466,10.0
2021-04-02 22:49:15+0000,65.4,167.0,23.4,18.537224,55.883465,2.709105,1462.0,50.56755,10.0
2021-04-03 22:08:30+0000,65.4,167.0,23.4,18.474838,55.92626,2.7112095,1462.0,50.606247,10.0
2021-04-05 22:30:40+0000,64.8,167.0,23.2,18.488497,55.916893,2.6855226,1453.0,50.133934,8.0
2021-04-08 21:59:59+0000,64.5,167.0,23.1,18.047356,56.219513,2.6875858,1449.0,50.17187,8.0
2021-04-10 15:58:02+0000,63.9,167.0,22.9,17.695375,56.46097,2.6738243,1440.0,49.91883,8.0
2021-04-12 22:24:45+0000,64.2,167.0,23.0,17.993992,56.256123,2.6766715,1444.0,49.971184,8.0
2021-04-13 15:13:22+0000,64.2,167.0,23.0,17.898664,56.321518,2.6798282,1444.0,50.02923,8.0
2021-04-13 22:29:29+0000,64.2,167.0,23.0,17.951624,56.285187,2.6780744,1444.0,49.996983,8.0
2021-04-14 21:59:44+0000,64.2,167.0,23.0,19.233244,55.405994,2.6356344,1444.0,49.21662,8.0
2021-04-15 22:20:13+0000,64.7,167.0,23.1,17.991564,56.257786,2.6979017,1452.0,50.361553,8.0
2021-04-17 21:46:36+0000,64.7,167.0,23.1,19.673172,55.104202,2.6417828,1452.0,49.329674,8.0
2021-04-19 15:10:36+0000,63.8,167.0,22.8,18.91684,55.623047,2.6293828,1438.0,49.101673,8.0
2021-04-20 22:28:03+0000,64.4,167.0,23.0,17.96979,56.272724,2.6859353,1447.0,50.14152,8.0
2021-04-21 22:07:38+0000,63.8,167.0,22.8,17.733767,56.434635,2.6683154,1438.0,49.81754,8.0
2021-04-22 22:21:27+0000,63.8,167.0,22.8,17.616526,56.515064,2.6721737,1438.0,49.88848,8.0
2021-04-24 22:39:39+0000,63.8,167.0,22.8,18.820915,55.688854,2.6325395,1438.0,49.159718,8.0
2021-04-25 21:23:23+0000,63.8,167.0,22.8,17.680475,56.471195,2.6700692,1438.0,49.849785,8.0
2021-04-26 22:03:30+0000,63.3,167.0,22.6,17.411917,56.655426,2.6576076,1431.0,49.620647,8.0
2021-04-27 22:14:17+0000,63.6,167.0,22.8,17.522238,56.579746,2.666768,1435.0,49.78909,8.0
2021-04-28 22:14:50+0000,63.6,167.0,22.8,17.511545,56.58708,2.6671188,1435.0,49.795536,8.0
2021-04-29 22:17:33+0000,63.3,167.0,22.6,17.573055,56.544884,2.6523464,1431.0,49.52391,8.0
2021-05-01 22:34:23+0000,63.9,167.0,22.9,17.844358,56.358772,2.6689138,1440.0,49.828545,8.0
2021-05-02 22:00:02+0000,63.9,167.0,22.9,17.886925,56.32957,2.667511,1440.0,49.802746,8.0
2021-05-04 00:03:27+0000,63.5,167.0,22.7,17.699755,56.45797,2.6566997,1434.0,49.60396,8.0
2021-05-04 22:18:34+0000,63.5,167.0,22.7,17.560541,56.553467,2.6612594,1434.0,49.687798,8.0
2021-05-05 22:06:57+0000,63.9,167.0,22.9,17.79115,56.39527,2.6706676,1440.0,49.86079,8.0
2021-05-06 22:05:17+0000,63.4,167.0,22.7,17.556065,56.55654,2.6571536,1432.0,49.612305,8.0
2021-05-08 22:18:34+0000,63.8,167.0,22.8,17.414019,56.653984,2.6788378,1438.0,50.011017,8.0
2021-05-09 22:03:25+0000,63.8,167.0,22.8,17.509943,56.58818,2.675681,1438.0,49.952976,8.0
2021-05-10 22:24:49+0000,63.8,167.0,22.8,17.605867,56.522373,2.6725245,1438.0,49.89493,8.0
2021-05-11 23:43:56+0000,63.2,167.0,22.6,17.278076,56.74724,2.6577108,1429.0,49.622547,8.0
2021-05-12 14:12:41+0000,63.2,167.0,22.6,17.256557,56.762,2.6584122,1429.0,49.635445,8.0
2021-05-12 22:23:33+0000,63.6,167.0,22.8,18.912174,55.626247,2.6211715,1435.0,48.950684,8.0
2021-05-16 21:58:57+0000,64.0,167.0,22.9,17.89085,56.326878,2.6716166,1441.0,49.87824,8.0
2021-05-18 17:52:53+0000,62.9,167.0,22.5,17.079403,56.88353,2.651356,1425.0,49.5057,7.0
2021-05-19 23:07:37+0000,63.6,167.0,22.8,17.714691,56.447723,2.6604548,1435.0,49.673,8.0
2021-05-21 09:11:47+0000,62.6,167.0,22.4,17.280739,56.74541,2.6320238,1421.0,49.15023,7.0
2021-05-21 11:49:56+0000,63.2,167.0,22.6,17.428709,56.643906,2.6528003,1429.0,49.532257,8.0
2021-05-21 22:46:42+0000,63.2,167.0,22.6,17.138203,56.843193,2.6622703,1429.0,49.706387,8.0
2021-05-23 23:47:24+0000,63.2,167.0,22.6,17.579342,56.540573,2.6478899,1429.0,49.441967,8.0
2021-05-24 09:17:01+0000,63.2,167.0,22.6,17.751493,56.422474,2.642278,1429.0,49.33878,8.0
2021-05-25 23:08:59+0000,63.8,167.0,22.8,17.978909,56.266468,2.6602483,1438.0,49.66921,8.0
2021-05-27 23:47:44+0000,63.0,167.0,22.5,17.138641,56.84289,2.653708,1426.0,49.548946,8.0
2021-05-29 15:23:50+0000,63.0,167.0,22.5,17.138641,56.84289,2.653708,1426.0,49.548946,8.0
2021-05-30 09:32:31+0000,63.3,167.0,22.6,17.573055,56.544884,2.6523464,1431.0,49.52391,8.0
2021-05-30 23:22:09+0000,63.3,167.0,22.6,17.33672,56.707012,2.6600628,1431.0,49.665794,8.0
2021-05-31 23:23:05+0000,63.3,167.0,22.6,17.390432,56.670162,2.658309,1431.0,49.63355,8.0
2021-06-02 23:16:30+0000,63.7,167.0,22.8,17.558783,56.554676,2.6698217,1437.0,49.845234,8.0
2021-06-03 23:49:41+0000,63.7,167.0,22.8,17.676207,56.47412,2.6659634,1437.0,49.774292,8.0
2021-06-05 23:30:00+0000,64.1,167.0,22.9,17.85233,56.353302,2.6771255,1443.0,49.97953,8.0
2021-06-07 00:03:16+0000,63.7,167.0,22.8,17.782957,56.40089,2.662456,1437.0,49.7098,8.0
2021-06-07 15:07:44+0000,63.2,167.0,22.6,17.310354,56.725098,2.6566584,1429.0,49.6032,8.0
2021-06-07 23:35:52+0000,63.2,167.0,22.6,17.22428,56.784145,2.6594644,1429.0,49.654793,8.0
2021-06-08 23:18:05+0000,63.2,167.0,22.6,17.235039,56.776764,2.6591136,1429.0,49.648342,8.0
2021-06-10 00:13:53+0000,63.2,167.0,22.6,17.579342,56.540573,2.6478899,1429.0,49.441967,8.0
2021-06-10 15:21:19+0000,63.2,167.0,22.6,17.256557,56.762,2.6584122,1429.0,49.635445,8.0
2021-06-11 00:02:18+0000,63.2,167.0,22.6,17.385672,56.67343,2.6542032,1429.0,49.558052,8.0
2021-06-13 18:34:10+0000,64.1,167.0,22.9,17.958414,56.28053,2.6736178,1443.0,49.91504,8.0
2021-06-15 23:19:39+0000,63.7,167.0,22.8,17.644182,56.49609,2.6670158,1437.0,49.79364,8.0
2021-06-17 00:00:38+0000,62.7,167.0,22.4,17.405014,56.66016,2.6322715,1422.0,49.154785,7.0
2021-06-17 20:50:50+0000,62.7,167.0,22.4,17.643612,56.496483,2.624555,1422.0,49.0129,7.0
2021-06-18 23:59:07+0000,62.4,167.0,22.3,18.622026,55.82529,2.5803201,1418.0,48.199535,7.0
2021-06-19 23:49:55+0000,62.4,167.0,22.3,16.998308,56.93916,2.632581,1418.0,49.160477,7.0
2021-06-21 23:55:39+0000,62.4,167.0,22.3,17.041899,56.909256,2.631178,1418.0,49.134678,7.0
2021-06-22 23:57:08+0000,62.1,167.0,22.2,16.916172,56.995506,2.622368,1413.0,48.972687,7.0
2021-06-24 00:00:54+0000,62.4,167.0,22.3,17.052795,56.901783,2.6308272,1418.0,49.12823,7.0
2021-06-25 23:38:00+0000,62.4,167.0,22.3,16.802155,57.073723,2.6388943,1418.0,49.27656,7.0
2021-06-26 23:31:05+0000,63.2,167.0,22.6,18.805923,55.699135,2.6079051,1429.0,48.706753,8.0
2021-06-27 22:27:34+0000,63.2,167.0,22.6,18.848963,55.669613,2.606502,1429.0,48.680954,8.0
2021-06-29 09:23:53+0000,61.8,167.0,22.1,18.483727,55.920162,2.5595436,1409.0,47.817513,7.0
2021-06-29 23:29:30+0000,62.9,167.0,22.5,17.490213,56.601715,2.6380277,1425.0,49.260628,7.0
2021-06-30 23:43:05+0000,62.9,167.0,22.5,17.079403,56.88353,2.651356,1425.0,49.5057,7.0
2021-07-02 00:00:54+0000,62.9,167.0,22.5,19.45778,55.25196,2.5741923,1425.0,48.086864,7.0
2021-07-02 13:48:20+0000,62.9,167.0,22.5,17.403727,56.66104,2.6408336,1425.0,49.31222,7.0
2021-07-04 22:21:06+0000,62.9,167.0,22.5,18.560484,55.867508,2.6033041,1425.0,48.622154,7.0
2021-07-05 23:25:29+0000,62.9,167.0,22.5,19.317242,55.348373,2.578752,1425.0,48.170704,7.0
2021-07-07 00:28:27+0000,62.9,167.0,22.5,19.349674,55.326122,2.5777,1425.0,48.151356,7.0
2021-07-07 11:22:26+0000,62.9,167.0,22.5,17.933456,56.29765,2.6236472,1425.0,48.99621,7.0
2021-07-07 23:09:28+0000,62.9,167.0,22.5,17.133457,56.846447,2.6496024,1425.0,49.473454,7.0
2021-07-08 23:56:16+0000,62.9,167.0,22.5,17.263187,56.757454,2.6453934,1425.0,49.396065,7.0
2021-07-09 16:22:57+0000,62.9,167.0,22.5,18.63616,55.815594,2.600849,1425.0,48.577007,7.0
2021-07-10 00:05:15+0000,63.3,167.0,22.6,17.68048,56.47119,2.648839,1431.0,49.459415,8.0
2021-07-12 00:34:47+0000,62.9,167.0,22.5,17.619944,56.51272,2.6338189,1425.0,49.18324,7.0
2021-07-12 23:55:32+0000,63.4,167.0,22.7,17.37373,56.68162,2.6631162,1432.0,49.72194,8.0
2021-07-13 23:31:45+0000,63.4,167.0,22.7,17.448809,56.630116,2.660661,1432.0,49.676796,8.0
2021-07-14 11:55:55+0000,62.3,167.0,22.3,16.916443,56.99532,2.6309304,1416.0,49.130127,7.0
2021-07-15 09:47:47+0000,62.8,167.0,22.5,17.398954,56.664318,2.6367278,1424.0,49.23673,7.0
2021-07-16 00:15:07+0000,62.8,167.0,22.5,17.463923,56.61975,2.6346235,1424.0,49.198032,7.0
2021-07-17 23:42:02+0000,62.8,167.0,22.5,18.13526,56.15921,2.6128774,1424.0,48.79818,7.0
2021-07-18 18:48:57+0000,63.1,167.0,22.6,17.26235,56.758026,2.6539557,1428.0,49.5535,8.0
2021-07-19 09:01:59+0000,62.5,167.0,22.4,17.449831,56.629417,2.622306,1419.0,48.97155,7.0
2021-07-21 00:09:07+0000,63.3,167.0,22.6,18.228346,56.095356,2.630951,1431.0,49.130505,8.0
2021-07-21 08:48:44+0000,63.3,167.0,22.6,17.787905,56.3975,2.6453314,1431.0,49.394924,8.0
2021-07-21 23:31:40+0000,63.3,167.0,22.6,17.454887,56.625946,2.6562045,1431.0,49.594852,8.0
2021-07-22 23:39:29+0000,63.3,167.0,22.6,17.390432,56.670162,2.658309,1431.0,49.63355,8.0
2021-07-24 23:53:42+0000,62.8,167.0,22.5,17.117426,56.857445,2.6458473,1424.0,49.404408,7.0
2021-07-25 23:46:21+0000,62.8,167.0,22.5,17.14991,56.835163,2.644795,1424.0,49.38506,7.0
2021-07-27 00:26:27+0000,62.8,167.0,22.5,17.09577,56.872303,2.6465487,1424.0,49.41731,7.0
2021-07-27 23:50:37+0000,62.8,167.0,22.5,17.14991,56.835163,2.644795,1424.0,49.38506,7.0
2021-07-28 23:31:31+0000,63.4,167.0,22.7,17.277199,56.74784,2.6662729,1432.0,49.779984,8.0
2021-07-31 00:08:01+0000,63.0,167.0,22.5,17.117054,56.8577,2.6544096,1426.0,49.561848,8.0
2021-07-31 23:58:04+0000,63.0,167.0,22.5,17.3761,56.679993,2.6459918,1426.0,49.407066,8.0
2021-08-01 22:22:11+0000,63.0,167.0,22.5,17.408482,56.65778,2.6449394,1426.0,49.38772,8.0
2021-08-03 23:49:42+0000,63.0,167.0,22.5,17.27896,56.746635,2.6491485,1426.0,49.465107,8.0
2021-08-05 00:23:15+0000,62.4,167.0,22.3,17.020103,56.92421,2.6318793,1418.0,49.147575,7.0
2021-08-06 00:13:41+0000,62.9,167.0,22.5,17.371296,56.683292,2.641886,1425.0,49.33157,7.0
2021-08-06 21:23:20+0000,62.0,167.0,22.2,16.614426,57.202503,2.6277323,1412.0,49.071323,7.0
2021-08-09 22:34:59+0000,62.8,167.0,22.5,16.727617,57.124855,2.658474,1424.0,49.63658,7.0
2021-08-10 00:46:23+0000,62.8,167.0,22.5,17.128254,56.850018,2.6454966,1424.0,49.39796,7.0
2021-08-10 10:24:56+0000,62.3,167.0,22.3,16.774548,57.09266,2.63549,1416.0,49.213966,7.0
2021-08-11 00:29:41+0000,63.0,167.0,22.5,17.117054,56.8577,2.6544096,1426.0,49.561848,8.0
2021-08-12 00:34:48+0000,63.0,167.0,22.5,18.218006,56.102448,2.6186337,1426.0,48.904022,8.0
2021-08-13 23:28:57+0000,62.6,167.0,22.4,17.020037,56.924255,2.6404417,1421.0,49.305016,7.0
2021-08-15 00:28:00+0000,62.6,167.0,22.4,17.747833,56.424988,2.616942,1421.0,48.872913,7.0
2021-08-16 00:36:59+0000,62.6,167.0,22.4,17.302465,56.73051,2.6313224,1421.0,49.137333,7.0
2021-08-16 14:48:20+0000,62.6,167.0,22.4,18.041122,56.22379,2.6074717,1421.0,48.698784,7.0
2021-08-17 16:11:27+0000,62.6,167.0,22.4,18.453903,55.940624,2.5941434,1421.0,48.453712,7.0
2021-08-18 01:44:26+0000,62.6,167.0,22.4,18.682018,55.784138,2.586778,1421.0,48.31828,7.0
2021-08-18 13:11:21+0000,63.0,167.0,22.5,17.851023,56.3542,2.630559,1426.0,49.1233,8.0
2021-08-18 21:01:37+0000,63.0,167.0,22.5,17.257372,56.761444,2.64985,1426.0,49.478004,8.0
2021-08-19 00:32:53+0000,63.0,167.0,22.5,18.941181,55.60635,2.5951338,1426.0,48.471924,8.0
2021-08-20 00:21:12+0000,63.0,167.0,22.5,18.574196,55.8581,2.607059,1426.0,48.691196,8.0
2021-08-21 15:59:27+0000,62.7,167.0,22.4,17.448397,56.6304,2.6308684,1422.0,49.128986,7.0
2021-08-22 00:42:33+0000,62.7,167.0,22.4,18.554615,55.871532,2.5950925,1422.0,48.471165,7.0
2021-08-23 01:23:11+0000,62.7,167.0,22.4,17.220644,56.786636,2.6382341,1422.0,49.264423,7.0
2021-08-23 15:00:23+0000,62.7,167.0,22.4,16.689224,57.15119,2.6554205,1422.0,49.580437,7.0
2021-08-24 00:33:44+0000,62.7,167.0,22.4,17.036274,56.913116,2.6441967,1422.0,49.37406,7.0
2021-08-25 10:22:32+0000,62.7,167.0,22.4,17.43755,56.63784,2.6312191,1422.0,49.135437,7.0
2021-08-26 00:24:52+0000,62.7,167.0,22.4,17.329098,56.71224,2.6347265,1422.0,49.19993,7.0
2021-08-26 17:14:53+0000,61.7,167.0,22.1,16.463766,57.305855,2.619624,1407.0,48.922234,7.0
2021-08-26 23:50:44+0000,62.5,167.0,22.4,17.19959,56.801083,2.6303732,1419.0,49.119884,7.0
2021-08-27 23:46:19+0000,63.1,167.0,22.6,17.423998,56.647137,2.6486945,1428.0,49.45676,8.0
2021-08-29 16:41:17+0000,62.4,167.0,22.3,18.088053,56.191597,2.5975065,1418.0,48.51555,7.0
2021-08-30 21:58:56+0000,62.4,167.0,22.3,18.207924,56.109364,2.5936484,1418.0,48.444607,7.0
2021-08-31 00:26:01+0000,62.4,167.0,22.3,18.916258,55.623447,2.57085,1418.0,48.025406,7.0
2021-08-31 10:49:55+0000,62.0,167.0,22.2,17.17378,56.818787,2.6098444,1412.0,48.742413,7.0
2021-09-02 01:06:37+0000,62.7,167.0,22.4,19.67168,55.10523,2.558966,1422.0,47.806892,7.0
2021-09-02 23:13:13+0000,62.7,167.0,22.4,18.663069,55.797134,2.5915852,1422.0,48.40667,7.0
2021-09-03 14:52:56+0000,62.7,167.0,22.4,16.851904,57.039593,2.6501594,1422.0,49.483696,7.0
2021-09-06 22:44:17+0000,62.1,167.0,22.2,17.91263,56.311935,2.5904503,1413.0,48.385807,7.0
2021-09-07 12:30:23+0000,62.1,167.0,22.2,16.75192,57.10818,2.6276293,1413.0,49.069427,7.0
2021-09-07 23:49:57+0000,62.1,167.0,22.2,16.70812,57.13823,2.6290321,1413.0,49.095222,7.0
2021-09-08 22:32:21+0000,62.5,167.0,22.4,17.24311,56.771225,2.6289704,1419.0,49.094086,7.0
2021-09-09 22:47:15+0000,62.2,167.0,22.3,17.195087,56.80417,2.6177053,1415.0,48.88695,7.0
2021-09-11 14:34:55+0000,62.2,167.0,22.3,17.009235,56.931664,2.623668,1415.0,48.99659,7.0
2021-09-12 00:09:06+0000,62.6,167.0,22.4,17.2047,56.797573,2.634479,1421.0,49.195377,7.0
2021-09-13 00:11:44+0000,62.6,167.0,22.4,17.150389,56.834835,2.6362329,1421.0,49.227623,7.0
2021-09-13 23:54:42+0000,62.6,167.0,22.4,17.32419,56.715607,2.6306207,1421.0,49.124435,7.0
2021-09-15 00:28:45+0000,61.9,167.0,22.1,17.014772,56.927864,2.610649,1410.0,48.757206,7.0
2021-09-15 09:53:34+0000,61.9,167.0,22.1,17.256453,56.762074,2.6029327,1410.0,48.615322,7.0
2021-09-16 23:45:47+0000,62.3,167.0,22.3,17.167486,56.823105,2.6228633,1416.0,48.981792,7.0
2021-09-17 23:30:56+0000,62.3,167.0,22.3,17.003761,56.93542,2.6281245,1416.0,49.078533,7.0
2021-09-19 11:48:08+0000,62.3,167.0,22.3,17.604082,56.523598,2.6088336,1416.0,48.723824,7.0
2021-09-20 01:37:12+0000,63.2,167.0,22.6,17.740734,56.429855,2.6426287,1429.0,49.345226,8.0
2021-09-21 00:44:02+0000,62.6,167.0,22.4,20.322273,54.65892,2.5338154,1421.0,47.34444,7.0
2021-09-21 12:34:00+0000,62.6,167.0,22.4,18.573391,55.858654,2.5902853,1421.0,48.38277,7.0
2021-09-22 23:26:36+0000,61.9,167.0,22.1,17.234482,56.777145,2.603634,1410.0,48.628223,7.0
2021-09-24 01:08:43+0000,62.5,167.0,22.4,17.29751,56.73391,2.6272166,1419.0,49.06184,7.0
2021-09-27 13:26:36+0000,62.7,167.0,22.4,18.17503,56.131927,2.6073687,1422.0,48.696888,7.0
2021-09-28 00:21:22+0000,62.2,167.0,22.3,18.036888,56.226696,2.590698,1415.0,48.390358,7.0
2021-09-29 00:13:38+0000,62.2,167.0,22.3,17.20602,56.79667,2.6173544,1415.0,48.8805,7.0
2021-09-29 23:45:02+0000,62.2,167.0,22.3,18.113415,56.1742,2.5882428,1415.0,48.345215,7.0
2021-10-02 10:05:27+0000,61.4,167.0,22.0,16.666033,57.167103,2.6002917,1403.0,48.566765,7.0
2021-10-02 22:29:41+0000,62.5,167.0,22.4,17.24311,56.771225,2.6289704,1419.0,49.094086,7.0
2021-10-03 23:08:23+0000,62.5,167.0,22.4,16.677351,57.159336,2.647209,1419.0,49.429447,7.0
2021-10-05 00:38:26+0000,62.5,167.0,22.4,16.91671,56.995136,2.6394925,1419.0,49.287563,7.0
2021-10-06 00:14:34+0000,62.5,167.0,22.4,16.79703,57.077236,2.6433508,1419.0,49.358505,7.0
2021-10-06 10:22:11+0000,62.0,167.0,22.2,16.78991,57.082123,2.6221204,1412.0,48.968136,7.0
2021-10-09 01:31:48+0000,62.0,167.0,22.2,16.49378,57.285267,2.6315906,1412.0,49.142265,7.0
2021-10-10 14:12:52+0000,62.0,167.0,22.2,16.44991,57.31536,2.6329935,1412.0,49.168064,7.0
2021-10-12 18:03:43+0000,62.0,167.0,22.2,16.19765,57.48841,2.6410606,1412.0,49.316395,7.0
2021-10-13 22:30:01+0000,63.0,167.0,22.5,16.8688,57.028004,2.6624768,1426.0,49.71018,8.0
2021-10-14 22:28:48+0000,62.0,167.0,22.2,16.263458,57.443268,2.638956,1412.0,49.2777,7.0
2021-10-18 22:23:24+0000,62.0,167.0,22.2,16.3512,57.383076,2.6361501,1412.0,49.226105,7.0
2021-10-20 16:45:28+0000,61.4,167.0,22.0,15.735741,57.805283,2.6297543,1403.0,49.1085,7.0
2021-10-22 00:08:12+0000,61.4,167.0,22.0,16.034763,57.60015,2.6202843,1403.0,48.934372,7.0
2021-10-22 19:22:32+0000,62.0,167.0,22.2,16.778942,57.089645,2.6224713,1412.0,48.974586,7.0
2021-10-23 10:17:26+0000,61.1,167.0,21.9,16.258171,57.446896,2.6002505,1398.0,48.566006,7.0
2021-10-24 22:30:43+0000,62.4,167.0,22.3,16.333565,57.395176,2.6539762,1418.0,49.55388,7.0
2021-10-26 22:14:09+0000,61.7,167.0,22.1,16.39764,57.35122,2.6217284,1407.0,48.96093,7.0
2021-10-27 21:58:26+0000,61.7,167.0,22.1,16.155176,57.517548,2.6294448,1407.0,49.10281,7.0
2021-11-01 00:26:21+0000,61.7,167.0,22.1,15.868629,57.71412,2.638564,1407.0,49.270493,7.0
2021-11-01 23:27:50+0000,61.7,167.0,22.1,15.967819,57.646076,2.6354074,1407.0,49.21245,7.0
2021-11-03 23:36:24+0000,61.2,167.0,21.9,15.842719,57.731895,2.6176846,1400.0,48.88657,7.0
2021-11-05 11:26:55+0000,61.2,167.0,21.9,16.042719,57.594696,2.6113713,1400.0,48.770485,7.0
2021-11-07 18:17:30+0000,61.2,167.0,21.9,16.14272,57.526096,2.6082146,1400.0,48.71244,7.0
2021-11-14 00:28:49+0000,61.2,167.0,21.9,16.376053,57.366028,2.600849,1400.0,48.577007,7.0
2021-11-16 23:44:37+0000,60.8,167.0,21.8,17.28823,56.740273,2.6079257,1394.0,47.68083,6.0
2021-11-17 08:02:58+0000,60.5,167.0,21.6,null,null,null,null,null,null
2021-11-17 23:11:07+0000,61.3,167.0,21.9,15.961082,57.650696,2.6182828,1401.0,48.89757,7.0
2021-11-19 12:38:26+0000,60.3,167.0,21.6,17.193972,56.804935,2.5891504,1386.0,47.342884,6.0
2021-11-21 23:28:09+0000,60.3,167.0,21.6,16.608246,57.20674,2.60774,1386.0,47.677486,6.0
2021-11-23 22:50:35+0000,60.3,167.0,21.6,17.0282,56.918655,2.5944116,1386.0,47.437584,6.0
2021-11-23 23:00:55+0000,61.4,167.0,22.0,18.981668,55.578575,2.5269554,1124.0,47.2183,11.0
2021-11-24 17:06:03+0000,60.0,167.0,21.5,16.57022,57.232826,2.5957735,1382.0,47.462093,6.0
2021-12-03 01:25:25+0000,59.3,167.0,21.2,16.337654,57.39237,2.5722942,1371.0,47.03948,6.0
2021-12-06 22:58:46+0000,61.0,167.0,21.8,15.49335,57.97156,2.6199954,1397.0,48.92906,7.0
2021-12-08 02:09:32+0000,61.0,167.0,21.8,15.5490885,57.933327,2.6182415,1397.0,48.896816,7.0
2021-12-09 17:19:22+0000,59.4,167.0,21.2,16.3023,57.416622,2.577803,1373.0,47.138634,6.0
2021-12-12 00:06:40+0000,60.9,167.0,21.8,17.153704,56.832558,2.6165912,1395.0,47.836803,6.0
2021-12-15 23:14:13+0000,60.4,167.0,21.6,16.992287,56.94329,2.5999205,1388.0,47.53674,6.0
2021-12-19 23:29:00+0000,60.4,167.0,21.6,16.870924,57.026546,2.6037786,1388.0,47.606186,6.0
2021-12-26 23:49:37+0000,59.9,167.0,21.4,null,null,null,null,null,null
2021-12-26 23:50:42+0000,59.6,167.0,21.3,16.366114,57.372845,2.5846114,1376.0,47.261185,6.0
2021-12-29 13:00:02+0000,59.6,167.0,21.3,16.030678,57.602955,2.5951338,1376.0,47.45058,6.0
2022-01-01 20:48:33+0000,56.4,167.0,20.2,14.156422,58.888695,2.509346,1328.0,45.906433,4.0
2022-01-03 18:01:08+0000,58.8,167.0,21.0,16.289572,57.425354,2.5517654,1364.0,46.669964,5.0
2022-01-04 18:50:48+0000,58.0,167.0,20.7,15.613457,57.889168,2.537158,1352.0,46.407036,5.0
2022-01-07 18:11:13+0000,57.7,167.0,20.6,14.633244,58.561596,2.5536015,1347.0,46.70302,5.0
2022-01-10 23:42:05+0000,58.8,167.0,21.0,15.258239,58.132847,2.583683,1364.0,47.244473,5.0
2022-01-15 20:09:47+0000,57.9,167.0,20.7,14.923381,58.36256,2.553746,1350.0,46.705616,5.0
2022-01-23 00:06:35+0000,60.6,167.0,21.7,16.744865,57.11302,2.6165497,1391.0,47.83606,6.0
2022-01-25 13:42:57+0000,60.1,167.0,21.5,16.5238,57.26467,2.6016328,1383.0,47.567562,6.0
2022-01-29 22:29:29+0000,60.9,167.0,21.8,16.540922,57.252926,2.6362329,1395.0,48.190346,6.0
2022-02-06 12:04:22+0000,59.8,167.0,21.4,16.752348,57.107887,2.5812588,1370.0,47.200836,6.0
2022-02-16 23:02:40+0000,61.1,167.0,21.9,15.501052,57.966278,2.6241114,1389.0,49.004745,7.0
2022-02-19 22:59:38+0000,61.5,167.0,22.0,15.831453,57.739624,2.6310644,1395.0,49.13259,7.0
2022-02-22 17:56:56+0000,61.2,167.0,21.9,15.686837,57.83883,2.6226053,1391.0,48.97705,7.0
2022-02-27 11:08:09+0000,60.3,167.0,21.6,17.027874,56.918877,2.594422,1377.0,47.437767,6.0
2022-03-07 01:33:13+0000,61.9,167.0,22.1,16.597002,57.214455,2.6239877,1401.0,49.00247,7.0
2022-03-12 23:25:52+0000,61.9,167.0,22.1,16.607988,57.20692,2.623637,1401.0,48.99602,7.0
